age,workclass,education-num,marital-status,occupation,relationship,sex,capital-gain,capital-loss,hours-per-week,native-country,wage
19,3,9,4,7,1,0,0,0,50,37,0
45,3,6,2,2,0,1,0,0,60,37,0
38,3,9,0,2,1,1,0,2205,40,37,0
27,3,8,4,6,1,1,0,0,45,37,0
54,3,14,2,3,0,1,0,1887,44,37,1
39,5,13,2,11,0,1,0,0,60,37,0
32,3,13,2,9,0,1,0,0,40,17,0
24,3,13,4,3,3,0,0,0,50,37,0
33,3,9,2,2,0,1,0,0,40,37,0
24,3,11,4,2,3,1,0,0,40,37,0
58,3,9,2,11,0,1,0,0,40,37,1
60,4,9,0,2,1,1,0,0,40,37,0
50,6,11,2,9,0,1,0,0,40,37,0
18,3,9,4,11,1,1,0,0,30,37,0
26,3,13,2,13,0,1,0,0,40,37,1
37,3,10,2,2,0,1,0,0,52,37,0
27,3,9,4,2,3,1,0,0,20,37,0
51,3,7,4,7,1,0,0,0,40,37,0
25,3,11,4,7,4,0,0,0,40,37,0
55,3,6,4,7,1,1,0,0,40,37,0
60,3,13,2,3,0,1,0,0,45,37,1
31,3,9,2,0,5,0,0,0,40,37,0
53,3,10,2,3,0,1,0,1740,40,37,0
60,3,9,2,2,0,1,0,0,40,37,0
48,5,9,2,2,0,1,0,0,40,37,0
29,3,10,4,5,4,1,0,0,37,37,0
32,3,9,2,2,0,1,0,0,48,37,0
34,3,11,2,7,0,1,0,0,40,37,1
26,3,13,4,0,1,1,0,0,45,37,0
63,3,9,2,5,0,1,0,0,40,37,0
36,3,9,2,13,0,1,0,0,50,37,1
47,3,9,0,7,3,0,0,0,32,37,0
29,3,13,2,9,0,1,0,0,40,37,1
25,3,12,4,9,3,0,0,0,40,37,0
71,3,3,2,13,0,1,0,0,40,37,0
31,3,11,0,11,3,0,0,0,38,37,0
59,3,6,2,13,0,1,0,0,40,37,1
36,3,12,2,2,0,1,0,0,52,37,1
47,6,9,0,0,4,0,0,0,40,37,0
58,3,12,2,8,2,0,0,0,35,29,0
30,3,10,4,9,3,1,0,0,40,24,0
36,3,13,2,9,5,0,0,0,32,37,1
29,3,11,2,2,0,1,0,0,40,37,1
19,3,10,4,7,3,0,0,0,15,37,0
29,3,9,4,4,1,1,0,0,50,37,0
51,3,10,2,11,0,1,0,0,40,37,1
44,3,10,5,6,1,1,0,0,40,37,0
42,5,15,2,9,0,1,0,0,50,37,1
29,3,10,2,2,0,1,0,0,40,37,0
62,3,8,2,4,0,1,0,0,48,10,0
47,1,10,0,0,1,0,0,0,33,37,0
52,3,5,5,7,1,0,0,0,30,37,0
57,3,14,0,9,1,0,0,0,40,37,0
20,6,10,4,4,1,1,0,0,40,37,0
54,3,4,0,6,1,1,0,0,40,12,0
18,3,9,4,0,3,1,0,0,10,37,0
44,1,13,2,10,0,1,0,0,40,37,1
30,3,6,4,6,4,0,0,0,40,37,0
25,3,10,2,9,0,1,0,0,45,37,0
55,3,10,2,3,0,1,0,0,60,37,1
26,3,9,4,0,3,1,0,0,40,37,0
59,5,13,2,3,0,1,0,0,40,37,1
38,3,10,2,13,0,1,7298,0,50,37,1
26,1,13,4,10,3,1,0,0,40,37,0
47,1,10,0,0,4,0,0,0,38,24,0
51,5,9,2,4,0,1,0,0,60,37,0
19,3,9,4,6,3,1,0,0,35,37,0
49,3,9,2,13,0,1,0,0,50,37,1
41,3,10,4,3,1,1,0,0,50,37,0
45,3,9,0,13,1,1,0,0,40,37,0
30,6,9,2,7,5,0,0,0,72,37,0
22,3,9,4,12,1,0,0,0,40,37,0
49,3,9,5,6,4,0,0,0,40,37,0
39,3,13,2,9,5,0,5013,0,32,37,0
30,3,13,4,9,1,1,0,0,70,37,0
60,3,9,3,7,4,0,0,0,20,37,0
45,3,9,0,4,1,1,0,2258,44,37,1
35,5,9,2,13,0,1,0,0,50,37,0
18,3,10,4,11,3,0,0,0,40,37,0
21,3,10,4,0,3,0,0,0,40,37,0
55,5,10,2,4,0,1,0,0,72,37,0
50,4,10,2,11,0,1,0,1485,40,37,0
45,0,14,0,3,1,1,0,0,40,37,1
61,3,15,2,9,0,1,15024,0,20,37,1
36,6,13,0,9,1,1,0,1876,44,37,0
38,3,11,4,9,1,0,0,0,39,37,0
36,3,5,5,7,4,0,0,0,40,37,0
25,3,7,4,7,1,1,0,0,40,37,0
31,3,6,4,0,4,0,0,0,40,37,0
30,6,13,2,10,0,1,0,0,72,37,1
18,3,8,4,11,3,0,0,0,20,37,0
26,3,6,2,2,0,1,0,0,55,37,0
33,3,7,5,6,2,1,0,0,30,37,0
22,3,10,4,5,3,0,0,0,13,37,0
39,3,14,4,9,1,1,6849,0,40,37,0
35,3,10,0,0,1,0,0,0,40,37,0
20,3,10,4,11,3,0,0,0,8,37,0
23,3,3,4,2,1,1,0,0,50,37,0
57,3,12,0,12,1,0,0,0,40,37,0
45,3,9,0,3,1,0,0,0,46,37,0
35,3,9,2,13,0,1,2885,0,40,37,0
38,3,13,2,11,0,1,0,0,60,37,1
46,1,13,2,9,0,1,0,0,40,28,1
26,3,13,4,9,3,0,0,0,40,37,0
19,3,10,4,5,3,1,0,0,50,37,0
18,3,10,4,7,3,0,0,0,30,37,0
51,5,9,2,3,0,1,0,0,30,37,0
24,3,10,5,0,4,0,0,0,35,37,0
20,3,10,4,7,3,0,0,0,40,37,0
49,3,9,0,0,4,0,0,0,38,37,0
29,3,9,2,0,5,0,2829,0,40,37,0
46,5,9,2,11,0,1,0,0,50,37,0
30,4,10,2,3,0,1,0,0,70,37,0
50,3,13,2,11,0,1,0,0,40,37,0
59,3,9,2,2,0,1,0,0,45,37,0
22,6,13,4,9,1,0,0,0,40,37,0
52,3,16,2,9,0,1,0,0,65,37,1
19,3,7,5,7,3,0,0,0,40,37,0
36,3,9,2,6,0,1,0,0,40,37,0
55,3,10,2,2,0,1,7688,0,40,31,1
52,3,2,2,4,0,1,0,0,56,24,1
21,3,10,4,7,3,0,0,0,25,37,0
29,3,9,0,0,4,0,0,0,50,37,0
20,3,5,4,3,2,0,0,0,40,24,0
18,3,10,4,0,3,1,0,1602,15,37,0
28,1,9,2,10,0,1,3908,0,40,37,0
34,1,9,2,10,0,1,4064,0,50,37,0
52,3,9,2,13,0,1,0,0,40,37,1
20,3,10,4,7,3,0,0,0,30,37,0
22,3,9,4,5,3,1,0,0,40,24,0
38,3,10,4,9,1,1,0,0,45,37,0
34,3,9,4,7,1,0,0,0,28,37,0
52,3,13,2,11,5,0,15024,0,60,37,1
64,3,4,2,2,0,1,0,0,40,37,0
53,3,13,2,3,0,1,0,0,45,37,1
24,6,10,2,9,0,1,0,0,40,37,0
60,3,13,0,9,1,0,8614,0,48,37,1
23,3,9,4,2,1,1,0,0,40,37,0
34,6,13,2,9,0,1,0,0,55,37,0
49,6,14,2,9,0,1,0,0,45,37,1
29,3,13,4,9,1,1,0,0,40,37,0
36,1,10,2,10,0,1,0,0,60,37,1
17,3,6,4,7,2,1,0,0,15,37,0
50,3,10,2,3,0,1,0,0,50,37,1
42,3,9,0,6,1,0,0,0,40,37,0
52,6,16,2,9,0,1,0,0,40,18,1
62,3,5,2,7,0,1,0,0,40,37,0
21,3,10,4,0,1,0,0,0,25,37,0
44,0,11,2,2,0,1,0,0,40,37,1
22,3,12,4,0,1,0,0,0,40,37,0
17,3,5,4,7,3,1,0,0,26,37,0
50,1,13,4,9,3,0,0,0,40,37,1
26,3,13,4,9,1,1,0,0,45,37,0
34,3,10,2,2,0,1,15024,0,45,37,1
34,0,10,1,0,5,0,0,0,40,37,1
55,4,13,0,11,1,0,0,0,50,10,0
17,3,8,4,7,3,1,0,0,16,37,0
33,6,9,2,2,0,1,0,0,40,37,0
31,3,6,0,5,1,1,0,0,40,37,0
39,3,9,2,0,0,1,0,0,40,37,1
20,3,7,4,11,3,0,0,0,25,37,0
37,3,9,0,4,1,1,0,0,40,37,0
38,3,9,4,2,1,1,0,0,40,37,0
39,4,13,2,11,0,1,0,0,40,37,0
44,1,11,0,12,4,1,0,0,40,37,0
62,3,4,0,5,1,1,0,0,40,37,0
57,3,14,4,9,1,1,0,0,80,37,0
37,3,3,5,7,4,0,0,0,40,24,0
33,3,9,0,0,4,0,0,0,40,37,0
49,6,9,0,3,4,0,0,0,44,37,0
53,3,9,2,0,5,0,0,0,40,37,1
28,3,12,4,11,3,0,0,0,35,37,0
52,3,6,2,13,0,1,0,0,45,37,0
29,3,10,0,6,1,1,0,0,40,37,0
31,3,10,2,2,0,1,0,0,40,37,0
50,3,4,0,2,1,1,0,0,40,37,0
34,4,13,4,3,1,1,0,0,50,37,0
18,3,10,4,7,3,1,0,0,16,37,0
39,3,10,2,7,0,1,0,0,84,37,1
44,3,10,2,0,5,0,0,2415,6,37,1
55,3,9,0,6,1,0,0,0,40,37,0
38,5,9,2,5,0,1,0,0,40,37,1
47,3,14,2,9,0,1,0,0,45,17,0
57,3,9,2,7,0,1,0,0,48,8,0
54,0,10,2,9,0,1,0,0,40,37,1
39,3,10,2,2,0,1,0,0,45,37,1
25,3,9,4,0,1,1,0,0,40,37,0
63,5,13,2,11,0,1,0,0,30,37,1
62,3,9,2,7,0,1,0,0,24,37,0
25,3,9,2,12,0,1,0,0,84,37,0
32,3,10,4,2,3,1,0,0,40,37,0
57,1,13,2,9,0,1,0,1902,40,37,1
44,3,10,2,9,0,1,0,0,40,37,1
27,3,13,4,9,1,0,0,0,40,37,0
32,3,10,2,13,0,1,0,0,60,37,1
37,4,9,4,13,1,1,0,0,50,37,0
20,3,9,4,0,3,0,0,0,40,37,0
28,3,9,4,13,1,1,0,0,60,37,0
42,3,12,2,11,0,1,0,0,45,37,1
33,3,11,4,2,1,1,0,0,40,37,0
62,4,9,0,3,1,1,0,0,40,37,0
33,0,13,4,0,3,1,0,0,38,37,0
38,3,9,5,10,1,1,0,0,40,37,0
49,3,9,2,2,0,1,0,0,40,31,0
63,3,8,2,2,0,1,0,0,40,37,0
60,6,13,0,9,1,0,0,2339,40,37,0
36,3,9,0,7,4,0,0,0,36,37,0
52,3,10,2,11,0,1,0,0,65,37,0
24,3,9,5,11,4,0,0,0,48,37,0
55,3,9,0,3,1,0,0,0,60,37,0
17,3,7,4,7,3,0,0,0,30,37,0
44,3,9,2,13,0,1,0,0,40,37,0
41,3,11,2,11,0,1,0,0,40,37,1
21,3,10,4,6,3,1,0,0,40,37,0
62,5,10,2,11,0,1,0,0,25,37,0
54,5,6,2,11,0,1,0,0,65,37,0
37,3,11,2,2,0,1,0,0,40,37,0
27,3,7,0,2,3,1,0,0,40,37,0
30,3,6,4,11,2,1,0,0,18,12,0
38,6,9,4,7,1,1,0,0,40,37,0
58,3,9,2,11,0,1,0,0,40,37,0
22,6,10,2,7,0,1,0,0,25,37,0
45,3,11,6,0,1,0,0,0,40,37,0
43,1,9,3,4,4,1,0,0,40,37,0
20,6,10,4,2,3,1,0,0,38,37,0
28,3,9,2,2,0,1,0,0,45,37,0
30,3,9,2,5,0,1,0,0,40,37,0
58,5,9,2,4,0,1,0,0,50,37,0
24,3,9,4,0,2,1,0,0,40,37,0
46,3,13,0,2,1,1,0,0,48,37,0
27,3,7,4,2,1,1,0,0,40,37,0
19,3,9,4,7,3,0,0,0,40,37,0
29,3,10,5,11,1,0,0,0,40,37,0
41,3,13,4,9,1,1,0,0,40,37,1
46,3,13,2,9,0,1,0,0,40,37,1
60,3,6,0,3,1,0,0,0,10,37,0
40,3,13,2,0,0,1,0,0,40,37,0
23,3,11,4,7,3,1,0,0,20,37,0
59,3,12,6,3,4,0,0,0,40,37,0
46,3,9,2,13,0,1,0,0,40,37,1
69,1,10,2,7,0,1,0,0,40,37,0
50,3,9,2,6,5,0,0,0,40,37,0
54,3,3,2,11,0,1,0,0,51,37,0
31,3,13,2,9,0,1,0,0,40,37,1
42,3,9,0,7,4,1,0,0,35,37,0
19,5,10,4,7,3,0,0,0,22,37,0
43,1,14,2,9,0,1,0,0,50,37,0
25,3,13,4,5,3,1,0,0,40,37,0
39,3,9,2,2,0,1,0,0,40,37,0
55,5,10,2,4,0,1,0,0,99,37,1
84,3,9,6,9,1,0,0,0,16,37,0
33,3,9,2,2,0,1,0,0,35,37,0
42,6,14,4,9,1,1,0,0,70,37,0
30,3,13,4,11,1,1,0,0,60,37,1
26,3,13,4,3,1,0,0,0,40,37,0
56,3,10,2,11,0,1,0,0,45,37,1
39,4,11,2,3,0,1,0,0,60,37,1
35,3,9,2,13,0,1,15024,0,80,37,1
37,3,9,2,2,0,1,0,0,50,37,1
33,3,9,5,6,1,1,0,0,30,37,0
35,3,13,4,9,1,0,0,0,40,37,0
43,3,13,2,3,5,0,0,0,40,37,0
67,5,15,2,9,0,1,20051,0,25,37,1
74,5,9,2,11,0,1,0,0,55,37,0
20,3,9,4,0,3,0,0,0,40,37,0
40,3,9,0,0,4,0,0,0,38,37,0
42,3,9,2,2,0,1,0,0,60,37,0
18,3,9,4,6,3,1,0,0,40,37,0
41,1,10,2,10,0,1,0,0,45,37,1
50,3,9,2,2,0,1,7688,0,40,37,1
46,3,14,2,9,0,1,0,1977,50,37,1
31,0,9,2,0,5,0,0,0,40,37,1
59,1,13,4,0,1,1,0,0,38,37,0
25,3,10,4,11,3,1,0,0,40,37,0
44,5,9,2,3,0,1,0,0,84,37,0
41,3,10,2,9,5,0,0,0,32,37,1
47,3,10,2,12,0,1,0,0,45,37,0
37,3,10,2,3,5,0,0,0,45,37,1
52,3,9,0,13,1,1,0,0,45,37,0
28,3,9,4,9,2,0,0,0,40,37,0
32,3,14,2,9,0,1,0,0,40,37,1
36,3,10,2,3,0,1,0,0,60,37,1
22,3,10,2,7,0,1,0,0,35,37,0
23,3,10,4,2,1,1,0,0,40,37,0
39,3,13,2,11,5,0,0,0,30,37,0
79,3,16,2,9,0,1,20051,0,35,7,1
32,3,12,4,0,1,0,0,0,45,37,0
51,3,10,0,3,4,0,0,0,40,37,0
31,3,13,4,9,1,1,0,0,47,37,0
33,3,10,4,3,3,1,0,0,45,37,0
27,3,3,4,7,2,1,0,0,40,24,0
57,3,10,5,11,1,0,0,0,40,37,0
18,6,10,4,7,1,0,0,0,40,37,0
69,3,6,4,2,2,1,0,0,40,37,0
37,3,9,2,2,0,1,0,0,35,37,0
17,3,6,4,11,3,0,0,0,15,37,0
37,0,13,4,9,1,0,0,0,40,37,0
24,3,9,4,0,1,1,0,0,40,37,0
27,4,9,2,2,0,1,0,1740,40,37,0
69,3,9,2,11,0,1,0,0,45,37,1
22,3,9,4,7,3,0,0,0,35,37,0
29,3,9,2,4,0,1,0,0,40,37,0
32,5,9,2,3,0,1,0,0,55,37,0
22,3,9,4,2,1,1,0,0,50,37,0
49,3,13,2,3,5,0,0,0,43,37,0
53,3,9,2,2,0,1,0,0,40,37,1
26,3,10,4,7,3,1,0,0,20,37,0
35,3,9,2,2,0,1,0,0,40,37,0
25,5,10,4,2,3,1,0,0,80,37,0
50,1,10,2,2,0,1,0,0,40,37,0
33,0,13,4,9,1,0,0,0,40,37,0
47,3,5,2,6,0,1,0,0,56,37,0
52,6,12,2,11,0,1,0,0,40,37,1
33,0,9,4,3,1,0,0,0,40,37,0
20,3,9,4,5,3,1,0,0,40,37,0
45,6,9,0,12,4,0,0,0,40,37,0
23,3,9,2,0,5,0,3908,0,40,37,0
27,3,9,3,4,3,0,0,0,40,24,0
39,3,9,2,2,0,1,0,0,40,37,0
20,3,10,4,7,3,1,0,0,20,37,0
45,0,11,2,10,0,1,3908,0,40,37,0
49,3,9,0,2,4,1,0,0,40,37,0
18,3,9,4,6,2,1,0,0,40,37,0
52,0,13,2,10,0,1,0,0,60,37,1
24,3,9,2,0,5,0,0,0,40,37,0
41,1,9,2,2,0,1,0,0,40,37,0
26,3,13,4,11,1,0,0,0,40,37,0
55,3,12,2,12,0,1,0,0,25,37,0
21,3,11,4,3,3,1,0,0,40,37,0
42,3,12,0,9,4,0,8614,0,40,37,1
32,3,10,4,11,3,1,0,1876,60,37,0
23,3,10,4,11,3,0,0,0,25,37,0
21,3,10,4,11,3,0,0,1602,22,37,0
45,3,9,5,2,4,0,0,0,40,37,0
30,3,15,2,9,0,1,0,0,50,37,0
62,3,9,2,2,0,1,0,0,40,37,0
32,6,10,4,12,4,0,0,0,20,37,0
34,3,9,4,6,4,0,0,0,48,37,0
30,3,9,0,7,4,0,0,0,36,37,0
45,3,10,2,3,0,1,0,0,60,37,1
23,3,13,4,0,3,0,0,0,40,37,0
48,5,13,2,3,0,1,0,0,40,22,0
20,3,10,4,7,3,1,0,0,30,37,0
36,3,10,2,2,0,1,0,0,40,22,0
20,3,9,4,13,3,1,0,0,40,37,0
57,3,13,2,9,0,1,0,0,40,37,0
27,3,10,4,2,1,1,0,0,40,37,0
69,4,13,2,6,0,1,3818,0,30,37,0
25,3,7,5,2,3,1,0,0,40,37,0
39,3,11,0,3,4,0,0,0,40,37,0
39,3,12,4,13,1,1,0,0,60,37,0
66,3,10,6,0,4,0,0,4356,40,37,0
34,3,10,5,6,1,1,0,0,40,37,0
57,3,3,2,13,0,1,0,0,40,37,0
25,3,2,4,8,1,0,0,0,40,12,0
45,3,11,0,7,1,0,0,0,8,37,0
31,3,7,2,2,0,1,0,0,40,24,0
48,5,9,2,13,0,1,0,0,60,37,0
56,3,9,4,2,1,1,0,0,40,37,0
23,3,13,4,11,1,0,0,0,45,37,0
51,3,9,2,13,0,1,0,0,40,37,0
27,3,13,4,12,2,1,0,0,50,37,0
39,1,8,2,13,0,1,0,1848,40,25,1
44,4,9,2,11,5,0,0,0,60,37,0
34,5,9,2,3,0,1,0,0,70,37,0
53,3,10,0,9,1,0,0,0,40,37,0
42,3,14,4,9,1,0,0,0,40,37,0
39,3,10,0,7,1,0,0,0,20,37,0
62,1,9,0,7,1,0,0,0,35,37,0
56,5,9,2,7,0,1,0,1887,50,1,1
61,3,4,0,7,4,0,0,0,40,37,0
28,3,9,2,2,0,1,0,0,40,37,0
23,3,9,4,6,3,0,0,0,40,37,0
35,3,9,0,2,1,1,0,0,40,37,0
49,3,13,2,2,0,1,0,0,40,37,1
27,3,2,4,2,1,1,0,0,40,24,0
32,3,13,2,5,0,1,0,0,50,37,1
33,3,11,5,2,1,1,0,2444,42,37,1
26,3,9,2,11,0,1,0,0,50,37,1
40,1,14,2,9,0,1,0,1902,48,37,1
35,3,9,2,13,0,1,0,0,40,37,0
24,3,9,4,7,3,1,0,0,40,37,0
25,3,9,4,2,1,1,0,0,35,37,0
60,3,9,2,2,0,1,0,0,42,37,0
68,7,10,3,4,4,0,0,0,25,37,0
43,5,13,4,11,1,1,0,0,45,37,0
18,3,7,4,7,4,0,0,0,28,37,0
32,3,9,4,5,1,1,0,0,40,37,0
47,3,10,5,0,4,0,0,0,50,37,1
36,4,10,0,11,4,1,0,0,55,37,0
41,1,14,2,9,5,0,0,0,40,34,1
21,3,10,4,7,3,1,0,0,35,37,0
40,3,13,2,11,0,1,0,0,40,37,1
52,3,10,2,2,0,1,0,0,40,37,1
33,6,14,2,9,0,1,0,0,60,1,0
28,3,4,4,0,3,1,0,0,40,30,0
22,6,13,4,12,3,0,0,0,40,37,0
53,3,9,2,2,0,1,0,0,46,37,1
76,3,9,6,7,1,0,0,0,25,37,0
35,3,13,5,3,4,0,0,0,42,37,0
31,3,13,2,12,0,1,0,0,40,37,1
69,3,5,4,2,2,1,2993,0,40,37,0
67,5,4,2,2,0,1,0,0,40,37,0
33,3,4,2,6,0,1,0,0,40,37,0
19,3,8,4,7,3,1,0,0,25,37,0
51,3,3,2,2,2,0,0,0,40,37,0
27,3,10,4,3,1,1,0,0,45,37,0
45,3,10,4,7,1,1,0,0,40,37,0
48,3,9,2,0,5,0,0,0,40,10,1
35,3,9,5,0,4,0,0,0,32,37,0
24,3,9,2,11,0,1,0,0,50,37,0
21,3,12,4,0,3,0,0,0,8,37,0
29,3,12,2,2,0,1,0,0,45,37,0
36,3,10,2,2,0,1,0,0,40,37,1
45,3,3,2,6,0,1,0,0,40,24,0
28,3,13,4,11,1,0,0,0,40,37,0
28,3,10,0,5,1,1,0,0,50,37,0
60,5,9,2,11,0,1,0,0,70,37,0
27,3,9,2,2,0,1,0,0,50,37,0
63,3,9,2,13,0,1,0,0,16,37,0
47,3,12,5,0,4,0,0,0,57,37,0
41,1,13,0,9,1,1,0,0,20,37,0
27,3,13,4,11,1,0,0,0,40,37,0
20,3,10,4,0,3,0,0,0,35,37,0
27,3,10,4,2,3,1,0,0,40,37,0
50,3,13,2,12,0,1,15024,0,40,37,1
30,3,9,2,2,0,1,0,0,50,37,0
60,3,6,2,5,0,1,0,0,40,37,0
51,3,9,0,0,4,0,4787,0,24,37,1
28,5,9,0,2,1,1,0,0,35,37,0
31,3,9,2,6,5,0,0,0,55,37,0
21,3,4,4,4,3,0,0,0,38,37,0
39,1,14,0,9,1,1,0,0,40,5,0
52,3,11,5,11,4,0,0,0,40,37,0
42,3,9,4,11,3,0,0,0,40,37,0
37,3,10,6,2,4,1,0,0,40,37,0
34,3,14,2,9,0,1,0,0,55,37,0
31,3,10,0,11,3,0,0,0,35,37,0
44,3,13,2,9,0,1,0,0,60,37,0
30,6,10,2,9,5,0,0,0,40,37,1
30,1,10,0,0,1,0,0,0,40,37,0
22,3,9,0,12,4,0,0,0,30,10,0
49,3,14,2,9,0,1,0,0,50,37,1
27,5,9,4,11,1,1,0,0,40,37,0
36,5,9,2,2,0,1,0,0,35,24,0
19,3,9,4,7,3,0,0,0,24,37,0
52,3,14,0,9,1,0,6849,0,60,37,0
21,3,9,4,11,2,0,0,0,24,37,0
50,4,15,2,9,0,1,0,0,75,37,1
40,3,13,4,3,1,1,0,0,30,1,0
42,3,9,0,11,1,0,0,0,42,37,0
35,3,15,2,11,0,1,0,0,35,2,0
40,3,9,0,2,1,0,0,0,40,22,0
28,3,9,4,6,1,1,0,0,40,0,0
60,3,9,2,2,0,1,0,0,40,37,0
19,3,9,4,0,2,0,0,0,12,33,0
57,3,10,2,3,0,1,7688,0,45,37,1
20,3,11,4,7,3,1,0,0,40,37,0
33,3,13,4,11,1,0,0,0,40,37,0
42,3,13,2,11,5,0,0,0,40,31,0
25,3,9,4,7,2,1,0,0,30,37,0
28,3,14,3,11,1,0,0,0,80,37,1
41,3,11,2,11,0,1,4386,0,60,37,1
40,3,11,2,2,0,1,0,0,40,37,1
19,3,10,4,5,3,1,0,0,20,37,0
39,1,9,4,0,3,0,0,0,35,37,0
53,3,5,3,6,4,1,0,0,75,13,0
24,3,10,4,11,3,0,0,0,20,37,0
53,3,5,0,7,1,0,0,0,36,1,0
31,3,13,2,11,0,1,0,0,55,37,0
43,3,9,4,6,3,1,0,0,40,37,0
28,3,9,2,13,0,1,0,0,40,37,0
47,6,10,0,9,4,1,0,0,20,37,0
72,3,9,6,0,1,0,6360,0,40,37,0
26,3,10,4,0,3,0,0,0,35,37,0
29,3,14,4,9,1,0,0,0,80,37,0
29,3,13,2,12,0,1,0,0,40,37,0
35,3,10,0,3,1,0,0,0,70,37,0
33,3,2,2,2,0,1,0,0,35,24,0
49,3,2,2,2,0,1,0,0,40,30,0
47,6,10,2,2,0,1,0,0,40,37,1
27,1,9,0,10,3,1,0,0,40,37,0
33,3,10,4,11,1,0,0,0,40,37,0
47,3,7,2,6,5,0,0,0,40,37,0
27,3,10,5,0,4,0,0,0,20,37,0
25,3,9,0,2,1,1,0,0,40,37,0
32,3,9,0,0,3,0,0,0,40,37,0
28,3,4,5,7,3,1,0,0,60,24,0
23,3,13,4,0,1,0,0,0,40,37,0
31,3,13,4,9,3,1,0,0,25,37,0
72,3,9,3,6,4,1,2346,0,40,37,0
46,3,9,0,0,4,0,0,0,45,37,0
27,3,10,4,0,1,0,0,0,39,37,0
42,3,13,0,0,1,0,0,0,40,37,0
18,3,10,4,11,3,0,0,0,15,37,0
24,3,10,4,7,1,0,0,0,30,37,0
39,3,10,2,6,0,1,0,0,40,37,0
45,3,9,2,7,5,0,0,0,35,37,0
25,3,13,2,9,0,1,0,0,40,37,0
38,3,10,2,11,5,0,0,0,40,37,1
28,1,9,2,10,0,1,0,0,40,37,1
43,3,10,0,0,1,0,0,0,44,37,0
34,3,14,2,3,0,1,0,1902,50,37,1
17,3,6,2,11,3,0,0,0,30,37,0
26,3,10,4,0,1,0,0,1974,40,37,0
26,3,10,2,11,0,1,0,0,40,37,0
19,3,9,4,6,2,1,0,0,40,37,0
59,5,13,2,9,0,1,99999,0,43,37,1
49,0,10,2,2,0,1,0,0,40,37,0
33,3,12,4,0,1,0,0,0,40,37,0
36,3,9,2,2,0,1,0,0,40,37,1
39,3,15,2,9,0,1,0,0,55,37,1
50,3,10,4,9,1,1,0,0,40,37,0
31,3,9,5,7,1,0,0,0,40,37,0
62,3,9,2,3,5,0,5178,0,40,32,1
32,5,13,2,9,0,1,0,0,45,37,1
25,3,13,4,9,1,0,0,0,30,37,0
54,4,10,2,11,0,1,0,0,45,37,1
47,4,15,2,9,0,1,0,2415,45,37,1
56,6,9,6,0,4,0,0,0,40,37,0
34,5,13,2,2,0,1,15024,0,70,33,1
35,5,10,2,2,0,1,0,0,60,37,1
36,3,9,5,0,3,0,0,0,40,28,0
70,5,13,2,9,0,1,20051,0,35,37,1
52,3,1,2,6,0,1,0,0,40,7,0
39,3,10,2,3,0,1,0,0,50,37,1
29,3,9,2,7,0,1,0,0,35,37,0
41,1,9,2,7,0,1,0,0,40,37,0
47,3,9,5,3,4,0,0,0,37,37,0
33,1,10,2,10,0,1,0,0,40,37,0
46,3,13,2,3,0,1,0,0,55,37,1
49,3,4,0,2,1,1,0,0,70,37,0
76,3,5,6,7,1,1,0,0,25,37,0
39,3,10,0,0,1,0,0,0,40,37,0
30,1,13,2,9,0,1,0,0,50,37,1
48,3,9,0,13,1,1,0,0,65,37,0
64,3,14,2,9,0,1,0,2057,60,2,0
47,5,9,2,4,0,1,0,0,56,37,1
29,3,10,4,5,1,1,0,0,45,37,0
63,3,6,6,4,4,0,0,0,56,37,0
41,6,10,0,6,1,0,0,0,38,37,0
27,3,9,4,13,3,0,0,0,15,37,0
21,1,10,4,7,1,0,0,2001,40,37,0
19,3,9,4,5,3,1,0,0,35,37,0
27,3,9,2,9,5,0,0,0,40,37,0
25,3,9,4,0,1,0,0,0,38,37,0
76,3,13,6,9,1,0,0,0,20,37,0
28,3,12,2,12,0,1,0,0,45,37,1
47,3,9,2,6,0,1,0,0,40,37,0
27,3,10,4,7,3,0,0,0,30,37,0
34,3,9,4,2,3,1,0,0,40,37,0
21,3,5,4,2,3,1,0,0,42,37,0
51,4,10,2,3,0,1,0,0,45,37,1
42,0,13,2,3,0,1,0,0,52,37,1
19,3,6,4,5,3,1,0,0,25,37,0
23,3,9,4,2,3,1,0,0,40,37,0
33,3,14,2,9,0,1,0,0,45,37,1
39,3,13,2,13,0,1,0,1977,45,28,1
20,3,9,4,2,4,1,0,0,40,37,0
21,3,1,4,4,1,1,0,0,50,24,0
39,3,13,2,3,0,1,0,0,60,20,1
70,4,16,2,3,0,1,0,0,40,37,1
47,3,5,4,7,4,0,0,0,50,37,0
35,3,13,4,3,1,1,0,0,45,37,0
58,3,9,2,6,0,1,0,0,40,37,0
40,3,11,4,6,3,1,0,0,40,37,0
37,3,13,2,9,0,1,0,0,55,37,1
57,3,10,2,11,0,1,0,0,50,37,1
18,3,7,4,7,3,1,0,0,15,27,0
38,3,11,5,12,4,0,0,0,20,37,0
29,3,13,2,3,0,1,0,0,50,9,1
17,3,8,4,11,3,0,0,0,6,37,0
19,3,10,4,9,3,1,0,0,32,37,0
59,3,10,5,0,2,1,3325,0,40,37,0
34,3,10,2,6,0,1,0,0,40,37,0
50,3,7,0,7,1,0,0,0,40,37,0
31,3,10,0,6,1,1,0,0,40,37,0
32,5,11,2,2,0,1,0,0,40,37,0
